"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"1020814"	"#1020797"	"Story"	"Release Regression - Manual Regression Test Run/Automate (xx.5)"	"EA 16.5"	"New"	"2"	""
"1020813"	"#1020797"	"Story"	"Release Regression - Lab SW Versioning via NodeConfig (xx.5)"	"EA 16.5"	"New"	"1"	""
"1020812"	"#1020797"	"Story"	"Release Regression - Call Automation (xx.5)"	"EA 16.5"	"New"	"1"	""
"1020811"	"#1020797"	"Story"	"Auto - RFR Regression - Test script bug fixes and maintenance (xx.5)"	"EA 16.5"	"New"	"1"	""
"1020810"	"#1020797"	"Story"	"Auto - RFR Regression - Test script bug fixes and maintenance (xx.1)"	"EA 16.1"	"New"	"1"	""
"1020809"	"#1020797"	"Story"	"Auto - RFR Regression - Test script bug fixes and maintenance (xx.2)"	"EA 16.2"	"New"	"1"	""
"1020808"	"#1020797"	"Story"	"Auto - RFR Regression - Test script bug fixes and maintenance (xx.3)"	"EA 16.3"	"New"	"1"	""
"1020807"	"#1020797"	"Story"	"Auto - RFR Regression - Test script bug fixes and maintenance (xx.4)"	"EA 16.4"	"New"	"1"	""
"1020806"	"#1020797"	"Story"	"Auto - RFR Regression - Test script bug fixes and maintenance (xx.5)"	"EA 16.5"	"New"	"1"	""
"1020805"	"#1020797"	"Story"	"Release Regression - Manual Regression Test Run/Automate (xx.1)"	"EA 16.1"	"New"	"0"	""
"1020804"	"#1020797"	"Story"	"Release Regression - Manual Regression Test Run/Automate (xx.4)"	"EA 16.4"	"New"	"1"	""
"1020803"	"#1020797"	"Story"	"Release Regression - Manual Regression Test Run/Automate (xx.4)"	"EA 16.4"	"New"	"1"	""
"1020800"	"#1020797"	"Story"	"Release Regression - CSCF IETM Procedure"	"EA 16.1"	"New"	"2"	""
"1020797"	""	"Feature"	"Release Regression - EAD 17 Regression Testing (PI16)"	"PI 16"	"Draft"	""	""
"1020796"	"#1015153"	"Story"	"Feature 1015153:Help support rebooting a Solaris server in support of verifying boot images are working in the target system"	"EA 15.3"	"New"	"1"	""
"1020793"	"#319663"	"Story"	"Provisioning of EMCON users in analysis engine (Enabler): SME support"	"PI 18"	"New"	"2"	""
"1020780"	"#1007900"	"Story"	"Feature 1007900: Continued STCD Testing of SVD and  IETM procedures"	"EA 15.3"	"New"	"5"	""
"1020778"	"#1020764"	"Story"	"<Feature xxx>: Initiate CM PDO Processing for all CI's"	"PI 21"	"New"	"1"	""
"1020777"	"#1020764"	"Story"	"<Feature xxx>- Prep and Perform Feature Demo – Customer Demo Event"	"PI 21"	"New"	"1"	"#1020778"
"1020776"	"#1020764"	"Story"	"<Feature xxx>: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"PI 21"	"New"	"2"	"#1020777"
"1020775"	"#1020764"	"Story"	"<Feature xxx>: Execute STCD Feature Integration and testing including STCD updates identified"	"PI 21"	"New"	"0"	"#1020777"
"1020774"	"#1020764"	"Story"	"<Feature xxx>: Provide Development inputs to common documents"	"PI 21"	"New"	"0"	"#1020777"
"1020773"	"#1020764"	"Story"	"<Feature xxx>: ILS Incorporation of IETM updates and integration support (Change back to Falcons)"	"PI 21"	"New"	"1"	""
"1020772"	"#1020764"	"Story"	"<Feature xxx> UX Research and Design Support (Change back to UX Team)"	"PI 21"	"New"	"3"	""
"1020771"	"#1020764"	"Story"	"<Feature xxx>: Develop IETMs and Perform Development Testing"	"PI 21"	"New"	"3"	"#1020777"
"1020770"	"#1020764"	"Story"	"<Feature xxx>: MFR 1 – Dev Team Performs Cybersecurity Assessment"	"PI 21"	"New"	"1"	"#1020777"
"1020769"	"#1020764"	"Story"	"<Feature xxx>: Perform Iterative Implementation, Integration, development Testing including updating design"	"PI 21"	"New"	"0"	"#1020777"
"1020768"	"#1020764"	"Story"	"<Feature xxx>: Provide Deployment Notes and Operator Impact Inputs"	"PI 21"	"New"	"1"	"#1020777"
"1020767"	"#1020764"	"Story"	"<Feature xxx>: Create STCD and review with stakeholders"	"PI 21"	"New"	"3"	"#1020777
#1020776
#1020769
#1020775"
"1020766"	"#1020764"	"Story"	"<Feature xxx> Document Initial capability specification and detailed design to start Implementation"	"PI 21"	"New"	"0"	"#1020767
#1020769"
"1020764"	"#1020740"	"Feature"	"PPA Screen Enhancements and Deletion of Notification Msgs"	"PI 21"	"Draft"	""	""
"1020763"	"#1020744"	"Story"	"WF CLL Build Support for EA 16.5"	"EA 16.5"	"New"	"2"	""
"1020762"	"#1020744"	"Story"	"WF CLL Build Support for EA 16.4"	"EA 16.4"	"New"	"2"	""
"1020761"	"#1020744"	"Story"	"WF CLL Build Support for EA 16.3"	"EA 16.3"	"New"	"2"	""
"1020760"	"#1020744"	"Story"	"WF CLL Build Support for EA 16.2"	"EA 16.2"	"New"	"2"	""
"1020759"	"#1020744"	"Story"	"WF CLL Build Support for EA 16.1"	"EA 16.1"	"New"	"2"	""
"1020758"	"#1020753"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 16.5"	"EA 16.5"	"New"	"5"	""
"1020757"	"#1020753"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 16.4"	"EA 16.4"	"New"	"5"	""
"1020756"	"#1020753"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 16.3"	"EA 16.3"	"New"	"5"	""
"1020755"	"#1020753"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 16.2"	"EA 16.2"	"New"	"5"	""
"1020754"	"#1020753"	"Story"	"Tools Team Support / LOE for SDE/ODE for EA 16.1"	"EA 16.1"	"New"	"5"	""
"1020753"	"#243505"	"Feature"	"Tools Team Support / LOE for SDE/ODE Environment in PI 16 (Recurring)"	"EA 16.5"	"Approved"	""	""
"1020752"	"#1020744"	"Story"	"Tools Team Support / LOE for RAN/RDE for EA 16.5"	"EA 16.5"	"New"	"3"	""
"1020751"	"#1020744"	"Story"	"Tools Team Support / LOE for RAN/RDE for EA 16.4"	"EA 16.4"	"New"	"3"	""
"1020750"	"#1020744"	"Story"	"Tools Team Support / LOE for RAN/RDE for EA 16.3"	"EA 16.3"	"New"	"3"	""
"1020747"	"#1020744"	"Story"	"Tools Team Support / LOE for RAN/RDE for EA 16.2"	"EA 16.2"	"New"	"3"	""
"1020745"	"#1020744"	"Story"	"Tools Team Support / LOE for RAN/RDE for EA 16.1"	"EA 16.1"	"New"	"3"	""
"1020744"	"#243505"	"Feature"	"Tools Team Support / LOE for RAN/RDE Environment in PI 16 (Recurring)"	"EA 16.5"	"Approved"	""	""
"1020743"	""	"Feature"	"PPA Screen Enhancements and Deletion of Notification Msgs"	"PI 21"	"Draft"	""	""
"1020738"	"#1020735"	"Feature"	"Fix Issues with Multiple Group SARs"	"PI 22"	"Draft"	""	""
"1020724"	"#1012748"	"Story"	"UX Support of Canada Capability Outline"	"EA 15.2"	"New"	"2"	""
"1020723"	"#1007900"	"Story"	"Implement and Test Problem 1001826 for Monitor ePolicy Orchestrator – Normal Operation Procedure for step 2.2.9.4 should be the same as 2.2.9.5"	"Unassigned"	"New"	"2"	""
"1020717"	"#1020605"	"Feature"	"TO-9: System Support and On-Site Operation of ULX"	"PI 21 - In Progress"	"Analyzing"	""	""
"1020716"	"#1020605"	"Feature"	"TO-9: Deployment Support and On-Site End to End Testing of ULX System"	"PI 19"	"Analyzing"	""	""
"1020715"	"#1020604"	"Feature"	"TO-9: Perform ULX System Integration and Final Testing"	"PI 18"	"Analyzing"	""	""
"1020714"	"#1020604"	"Feature"	"TO-9: Develop User Manual and Technical Report"	"PI 18"	"Analyzing"	""	""
"1020713"	"#1020602"	"Feature"	"TO-9: Develop MFR Security Package"	"PI 18 - In Progress"	"Analyzing"	""	""
"1020712"	"#1020602"	"Feature"	"TO-9: Develop ULX Mechanical Analysis and Drawings"	"PI 18 - In Progress"	"Analyzing"	""	""
"1020711"	"#1020602"	"Feature"	"TO-9: Develop ULX FRCB Package"	"PI 18 - In Progress"	"Analyzing"	""	""
"1020710"	"#1020602"	"Feature"	"TO-9: Develop System Test Cases for ULX System "	"PI 17"	"Analyzing"	""	""
"1020709"	"#1020602"	"Feature"	"TO-9: Integrate and Perform Component Level Testing of RF Processor"	"PI 17"	"Analyzing"	""	""
"1020708"	"#1020602"	"Feature"	"TO-9: Integrate and Perform Component Level Testing of Preprocessor"	"PI 17"	"Analyzing"	""	""
"1020707"	"#1020602"	"Feature"	"TO-9: Build ULX Deliverable System 1 and 2"	"PI 17"	"Analyzing"	""	""
"1020706"	"#1020602"	"Feature"	"TO-9: Develop Release Strategy and Tools for ULX Release"	"PI 17"	"Analyzing"	""	""
"1020705"	"#1020602"	"Feature"	"TO-9: Integrate and Component Test of Channel Processor"	"PI 17"	"Analyzing"	""	""
"1020704"	"#1020599"	"Feature"	"TO-9: Support  Vender Development"	"PI 17 - In Progress"	"Analyzing"	""	""
"1020703"	"#1020599"	"Feature"	"TO-9: Develop and Test ETISP changes needed for ULX"	"PI 16 - Candidate"	"Analyzing"	""	""
"1020702"	"#1020599"	"Feature"	"TO-9: Integrate and Perform Component Level Testing of ULX Manager"	"PI 16 - Candidate"	"Analyzing"	""	""
"1020701"	"#1020599"	"Feature"	"TO-9: Integrate and Perform Component Level Testing of Monitor and Control"	"PI 16 - Candidate"	"Analyzing"	""	""
"1020700"	"#1020599"	"Feature"	"TO-9: Develop and Unit Test Channel Processor"	"PI 16 - Candidate"	"Analyzing"	""	""
"1020595"	""	"Problem"	"Keysets gets stuck in deprovisioning. Requires manual database update to correct."	"Unassigned"	"Triage"	""	""
"1020540"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Initiate CM PDO Processing for all CI's"	"PI 21"	"New"	"1"	""
"1020539"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Prep and Perform Feature Demo – Customer Demo Event"	"PI 21"	"New"	"1"	"#1020540"
"1020538"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"PI 21"	"New"	"2"	"#1020539"
"1020537"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Execute STCD Feature Integration and testing including STCD updates identified"	"PI 21"	"New"	"0"	"#1020539"
"1020536"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Provide Development inputs to common documents"	"PI 21"	"New"	"0"	"#1020539"
"1020535"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: ILS Incorporation of IETM updates and integration support (Change back to Falcons)"	"PI 21"	"New"	"1"	""
"1020534"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: UX Research and Design Support (Change back to UX Team)"	"PI 21"	"New"	"3"	""
"1020533"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted:  Develop IETMs and Perform Development Testing"	"PI 21"	"New"	"3"	"#1020539"
"1020532"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted:  MFR 1 – Dev Team Performs Cybersecurity Assessment"	"PI 21"	"New"	"1"	"#1020539"
"1020531"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Perform Iterative Implementation, Integration, development Testing including updating design"	"PI 21"	"New"	"0"	"#1020539"
"1020530"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Provide Deployment Notes and Operator Impact Inputs"	"PI 21"	"New"	"1"	"#1020539"
"1020529"	"#1020526"	"Story"	"Feature 1020526 Allow PPA User Accounts to be Deleted: Create STCD and review with stakeholders"	"PI 21"	"New"	"3"	"#1020539
#1020537
#1020531
#1020538"
"1020526"	"#1020650"	"Feature"	"Allow PPA User Accounts to be Deleted"	"PI 21"	"Draft"	""	""
"1020516"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Rerun and capture results"	"EA 16.5"	"New"	"2"	""
"1020515"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.5"	"New"	"1"	""
"1020514"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.5"	"New"	"1"	""
"1020513"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.5"	"New"	"1"	""
"1020512"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Rerun and capture results"	"EA 16.4"	"New"	"2"	""
"1020511"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.4"	"New"	"1"	""
"1020510"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.4"	"New"	"1"	""
"1020509"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.4"	"New"	"1"	""
"1020508"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.3"	"New"	"1"	""
"1020507"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.3"	"New"	"1"	""
"1020506"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Make necessary data changes for test"	"EA 16.3"	"New"	"1"	""
"1020489"	"#380808"	"Story"	"Feature 380808: Update the Tectia SVD to address Tectia Migration for NMF Workstations"	"EA 15.3"	"New"	"3"	""
"1020417"	"#1020412"	"Story"	"Feature 1020412: NW RF Alignment: Prep Tasks to Facilitate Trip (Nadolski)"	"EA 16.4"	"New"	"2"	""
"1020416"	"#1020412"	"Story"	"Feature 1020412: NW RF Alignment: Prep Tasks to Facilitate Trip (Jones)"	"EA 16.4"	"New"	"2"	""
"1020415"	"#1020412"	"Story"	"Feature 1020412: NW RF Alignment: Prep Tasks to Facilitate Trip (Nadolski)"	"EA 16.3"	"New"	"1"	""
"1020414"	"#1020412"	"Story"	"Feature 1020412: NW RF Alignment: Prep Tasks to Facilitate Trip (Jones)"	"EA 16.3"	"New"	"2"	""
"1020413"	"#1020412"	"Story"	"Feature 1020412: NW RF Alignment: Logistics Actions to Support Activities"	"EA 16.2"	"New"	"2"	""
"1020412"	"#262146"	"Feature"	"NW RF Alignment for 2020"	"PI 17 - In Progress"	"Ready for PO Sync Approval"	""	""
"1020409"	"#1020303"	"Story"	"Feature 1020303: Participate in Dry Runs of Procedures and Training Updates"	"PI 16"	"New"	"1"	""
"1020408"	"#1020303"	"Story"	"Feature 1020303: Training Updates to Ensure O-Level Procedures are Properly Updated"	"PI 16"	"New"	"3"	""
"1020386"	""	"Problem"	"MTC/AJM Laptop Hostnames Incorrect in Anti-Virus Updates- Normal Operation Procedure"	"Unassigned"	"Triage"	""	""
"1020372"	"#1020303"	"Story"	"Feature 1020303: Update the JDTA for MUOS RAF GPS Antenna"	"PI 16"	"New"	"2"	""
"1020363"	"#1020303"	"Story"	"Feature 1020303: Create CoCo Review for the Updates Parts Lists and Drawings Related to MUOS RAF GPS Antenna"	"EA 16.1"	"New"	"1"	""
"1020354"	"#1020303"	"Story"	"Prep and Perform Feature Demo – Customer Demo Event for Feature 1020303 MUOS RAF GPS Antenna"	"EA 16.2"	"New"	"1"	"#1020355"
"1020352"	"#1020303"	"Story"	"Feature 1020303: Execute STCD Feature Integration and testing including STCD updates identified"	"PI 16"	"New"	"2"	"#1020354"
"1020350"	"#1020303"	"Story"	"Feature 1020303: Incorporation of IETM Updates and Integration Support for MUOS RAF GPS Antenna"	"EA 15.5"	"New"	"1"	""
"1020348"	"#1020303"	"Story"	"Feature 1020303: Develop IETMs and Perform Development Testing for MUOS RAF GPS Antenna"	"EA 16.2"	"New"	"3"	"#1020354"
"1020347"	"#1020303"	"Story"	"Feature 1020303: Update Parts Lists and Drawings Related to MUOS RAF GPS Antenna"	"EA 15.5"	"New"	"3"	""
"1020346"	"#1020303"	"Story"	"Feature 1020303: Perform Iterative Implementation, Integration, development Testing including updating design"	"PI 16"	"New"	"0"	"#1020354"
"1020345"	"#1020303"	"Story"	"Feature 1020303: Provide Deployment Notes and Operator Impact Inputs for MUOS RAF GPS Antenna (Octopi)"	"PI 16"	"New"	"1"	"#1020354"
"1020344"	"#1020303"	"Story"	"Feature 1020303: Create STCD and review with stakeholders"	"PI 16"	"New"	"1"	"#1020346
#1020352
#1020354"
"1020343"	"#1020303"	"Story"	"Feature 1020303: Document Initial Capability Specification and Detailed Design to Start Implementation for MUOS RAF GPS Antenna"	"PI 16"	"New"	"2"	"#1020346
#1020344"
"1020339"	"#1020303"	"Story"	"Feature 1020303: Review IETMs for Style Guide Compliance and Conduct Independent Test (Dry Runs) for the MUOS RAF GPS Antenna"	"EA 15.4"	"New"	"3"	""
"1020330"	"#1020303"	"Story"	"Feature 1020303: Validate Existing IETM Procedures for the RAF/ET Alignment"	"EA 15.4"	"New"	"2"	""
"1020329"	"#1008506"	"Story"	"Feature 1008506: Write Troubleshooting procedure 4- Recover from DB Connect going down (Part 1 - Investigation)"	"EA 15.2"	"Implementing"	"2"	"#1021055"
"1020303"	"#262146"	"Feature"	"MUOS RAF GPS Antenna"	"PI 16 - In Progress"	"Approved"	""	""
"1020302"	"#1020291"	"Story"	"Feature 1020291: Complete Customer Response Matrix (CRM) - Training EAD 17 [Deliver Training]"	"PI 18"	"New"	"1"	""
"1020301"	"#1020291"	"Story"	"Feature 1020291: Deliver Training at ARSTRAT - Training EAD 17 [Deliver Training]"	"PI 18"	"New"	"2"	""
"1020300"	"#1020291"	"Story"	"Feature 1020291: Deliver Training at NCTAMS - Training EAD 17 [Deliver Training]"	"PI 18"	"New"	"5"	""
"1020297"	"#1020291"	"Story"	"Feature 1020291: SysEng SME Review EAD 17 Training Materials"	"PI 18"	"New"	"1"	""
"1020296"	"#1020291"	"Story"	"Feature 1020291: SA SME Review of Training EAD 17 Training Materials"	"PI 18"	"New"	"1"	""
"1020295"	"#1020291"	"Story"	"Feature 1020291: Create Training Materials - Training EAD 17 [Create Training]"	"PI 18"	"New"	"1"	""
"1020294"	"#1020291"	"Story"	"Feature 1020291: Create Draft Training Plan - Training EAD 17 [Training Plan]"	"PI 18"	"New"	"1"	""
"1020293"	"#1020291"	"Story"	"Feature 1020291: Hold Operator Impact meeting + Action Items - Training EAD 17 [Op Impacts]"	"PI 18"	"New"	"1"	""
"1020292"	"#1020291"	"Story"	"Feature 1020291: Finalize Op Impact Briefing Slides - Training EAD 17 [Op Impacts]"	"PI 18"	"New"	"1"	""
"1020291"	"#262146"	"Feature"	"Deliver EAD 17 Training"	"PI 18"	"Analyzing"	""	""
"1020281"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Rerun and capture results"	"EA 16.3"	"New"	"2"	""
"1020280"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Run tests for baseline"	"EA 16.2"	"New"	"3"	""
"1020279"	"#1020014"	"Story"	"1020014: Canada FMS Area Code prototyping: Write and review STCD"	"EA 16.1"	"New"	"2"	""
"1020278"	"#1006191"	"Story"	"Feature 1006191 IA Support (Reviews and Analysis) (MAS' STIGs assessment - Part 2)"	"EA 15.2"	"Implementing"	"2"	""
"1020277"	"#1020013"	"Story"	"1020013: Canada FMS TACLANE prototyping: Execute STCD and Capture Results"	"PI 16"	"New"	"5"	""
"1020276"	"#1020013"	"Story"	"1020013: Canada FMS TACLANE prototyping: Configure Lab to support tests"	"PI 16"	"New"	"3"	""
"1020274"	"#1020013"	"Story"	"1020013: Canada FMS TACLANE prototyping: Write and review STCD"	"PI 16"	"New"	"3"	""
"1020268"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Yue-Chain"	"EA 15.4"	"New"	"5"	""
"1020267"	"#1013136"	"Story"	"Feature 1013136: WF PWI Burndown - Yue-Chain"	"EA 15.3"	"New"	"5"	""
"1020262"	"#1014252"	"Story"	"Feature 1014252: Perform Iterative Implementation, Integration, development Testing including updating design (Part 2b)"	"EA 15.3"	"New"	"3"	""
"1020261"	"#1014252"	"Story"	"Feature 1014252: Execute STCD Feature Integration and testing including STCD updates identified Part 2"	"EA 15.3"	"New"	"2"	""
"1020260"	"#1014252"	"Story"	"Support Final Demo by performing Radio operations in Room 1186"	"EA 15.4"	"New"	"1"	""
"1020259"	"#1014252"	"Story"	"Acquire access to room 1186 to support cross-training for OTA-FT radio operations"	"EA 15.2"	"Done"	"1"	""
"1020258"	"#1014252"	"Story"	"Cross-training for OTA-FT of testing resource."	"EA 15.2"	"New"	"2"	""
"1020250"	"#1019464"	"Story"	"Canada FMS: PI 17 CS ver 1  placeholder"	"PI 17"	"New"	"8"	""
"1020249"	"#1019464"	"Story"	"Canada FMS: PI 16 CS ver 1  placeholder"	"PI 16"	"New"	"40"	""
"1020247"	"#1019473"	"Story"	"Canada FMS: PI 17 CDD placeholder"	"PI 17"	"New"	"20"	""
"1020246"	"#1019473"	"Story"	"Canada FMS: PI 16 CDD placeholder"	"PI 16"	"New"	"100"	""
"1020233"	"#1008506"	"Story"	"Perform Dry Run to test: Problem 332002: ""IETM Procedure update from DTA-4 Finding: Action to Restore Service for PRVB0030 alarm."""	"EA 15.2"	"Implementing"	"1"	"#1021070"
"1020227"	"#380808"	"Story"	"Feature 380808: Support Splunk team integration with SIEM"	"EA 15.2"	"Ready for Acceptance"	"2"	"#1018830"
"1020222"	"#1007900"	"Story"	"Feature 1007900: OBS HBSS-Manage Review and Dry Run for FM Recovery Procedures"	"EA 15.2"	"Implementing"	"3"	""
"1020221"	"#380808"	"Story"	"Feature 380808: VLab and Nutanix Support"	"EA 15.2"	"Implementing"	"1"	""
"1020220"	"#1013750"	"Story"	"Lab - Fix SWIT RNC06/Corben01 configuration"	"EA 15.2"	"Implementing"	"3"	""
"1020216"	"#1013534"	"Story"	"Lab - Debug SWIT RNC06/Corben and Core network configurations"	"EA 15.2"	"Implementing"	"5"	""
"1020214"	"#1020011"	"Story"	"Release status report with metrics spreadsheet for July Deployment"	"EA 16.3"	"New"	"2"	""
"1020213"	"#1020011"	"Story"	"September 2020 Patch Deployment - Develop and finalize candidate patch target list"	"EA 16.3"	"New"	"3"	""
"1020212"	"#1020011"	"Story"	"Update Node Config for IA patches"	"EA 16.1"	"New"	"1"	""
"1020211"	"#1020011"	"Story"	"Complete SWIT Testing, and complete VLAB test for July Deployment"	"EA 16.1"	"New"	"3"	""
"1020210"	"#1020011"	"Story"	"Create patch bundle,  measure/sign and formally release  to CM with final  script, download bundle to protected laptop"	"EA 16.1"	"New"	"3"	""
"1020207"	"#1020011"	"Story"	"Download September patches, and update patching script"	"EA 16.5"	"New"	"2"	""
"1020202"	"#380808"	"Story"	"Feature 380808: Create CoCo Review of the SCD for Nutanix"	"EA 15.2"	"Implementing"	"1"	""
