"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"1021627"	"#1021626"	"Story"	"Canada FMS: PI 16 Deliverables placeholder"	"PI 16"	"Invalid"	"0"	""
"1021611"	"#383165"	"Task"	"Feature 383165 Submit PDO for Test Report for Nutanix Release to LM needed 9/9/20"	"EA 16.5"	"New"	""	""
"1021609"	"#272509"	"Story"	"Design PPA UI Cleanup"	"PI 16"	"New"	"5"	""
"1021608"	"#383165"	"Task"	"Feature 383165 Submit PDO for SOVT for Nutanix Release to LM needed 7/28/20"	"EA 16.3"	"New"	""	""
"1021598"	"#383165"	"Task"	"Feature 383165 Submit PDO for BESEP for Nutanix Release to LM needed 6/26/20"	"EA 16.1"	"New"	""	""
"1021596"	"#383165"	"Task"	"Feature 383165 Submit PDO for IDP for Nutanix Release to LMm needed 6/26/20"	"EA 16.1"	"New"	""	""
"1021595"	"#1011150"	"Task"	"Feature 1011150: Submit VA for 98-P54107T – GEO – AMS-GS SVD (MPC EAD 14.43)"	"EA 15.2"	"Done"	""	""
"1021594"	"#1011150"	"Story"	"Feature 1011150: Create VA for Problem 1021441 (MPC EAD14.43) for EAD 14"	"EA 15.2"	"Done"	"2"	""
"1021592"	"#1011150"	"Story"	"Feature 1011150: Fix Problem 1021441 (MPC EAD14.43) for EAD 14"	"EA 15.2"	"Done"	"2"	""
"1021590"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.5"	"EA 16.5"	"New"	"3"	""
"1021589"	"#1021499"	"Story"	"Feature 1021499: WWTS Waveform Analysis and Issue Support (5)"	"EA 16.5"	"New"	"1"	""
"1021588"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.5"	"EA 16.5"	"New"	"3"	""
"1021587"	"#1021499"	"Task"	"Feature 1021499: TOFF LOE TT Support - EA 16.5"	"EA 16.5"	"New"	""	""
"1021586"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.5"	"EA 16.5"	"New"	"2"	""
"1021585"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.5"	"EA 16.5"	"New"	"2"	""
"1021584"	"#1021499"	"Story"	"Feature 1021499: WWTS Trouble Ticket Support"	"EA 16.5"	"New"	"1"	""
"1021583"	"#1021499"	"Story"	"Feature 1021499: Labradors Trouble Ticket Support - 16.5"	"EA 16.5"	"New"	"1"	""
"1021582"	"#1021499"	"Story"	"Feature 1021499: WWTS Trouble Ticket Support"	"EA 16.5"	"New"	"1"	""
"1021581"	"#1021499"	"Story"	"Feature 1021499: PI 15 SA TT Support - EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021580"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - FRB Support - EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021579"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - MPC Support - EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021578"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - Site Support and PWI generation - EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021577"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021576"	"#1021499"	"Story"	"Feature 1021499: MAGIC TT Support - EA 16.5"	"EA 16.5"	"New"	"2"	""
"1021575"	"#1021499"	"Story"	"Feature 1021499: Alicorn Trouble Ticket Support - 16.4"	"EA 16.4"	"New"	"1"	""
"1021574"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.4"	"EA 16.4"	"New"	"2"	""
"1021573"	"#1021499"	"Story"	"Feature 1021499: WWTS Waveform Analysis and Issue Support (4)"	"EA 16.4"	"New"	"1"	""
"1021572"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021571"	"#1021499"	"Task"	"Feature 1021499: TOFF LOE TT Support - EA 16.4"	"EA 16.4"	"New"	""	""
"1021570"	"#1021499"	"Task"	"Feature 1021499: TOFF LOE - TT Support - EA 16.4"	"EA 16.4"	"New"	""	""
"1021569"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021568"	"#1021499"	"Story"	"Feature 1021499: WWTS Trouble Ticket Support"	"EA 16.4"	"New"	"1"	""
"1021567"	"#1021499"	"Story"	"Feature 1021499: Labradors Trouble Ticket Support - 16.4"	"EA 16.4"	"New"	"1"	""
"1021566"	"#1021499"	"Story"	"Feature 1021499: Okapi Trouble Ticket Support - 16.4"	"EA 16.4"	"New"	"1"	""
"1021565"	"#1021499"	"Story"	"Feature 1021499: PI 15 SA TT Support - EA 16.4"	"EA 16.4"	"New"	"2"	""
"1021564"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - FRB Support - EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021563"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - MPC Support - EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021562"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - Site Support and PWI generation - EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021561"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.4"	"EA 16.4"	"New"	"3"	""
"1021560"	"#1021499"	"Story"	"Feature 1021499: MAGIC TT Support - EA 16.4"	"EA 16.4"	"New"	"2"	""
"1021559"	"#1021499"	"Story"	"Feature 1021499: Alicorn Trouble Ticket Support - 16.3"	"EA 16.3"	"New"	"1"	""
"1021558"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021557"	"#1021499"	"Story"	"Feature 1021499: WWTS Waveform Analysis and Issue Support (3)"	"EA 16.3"	"New"	"1"	""
"1021556"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021555"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.3"	"EA 16.3"	"New"	"5"	""
"1021554"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021553"	"#1021499"	"Story"	"Feature 1021499: WWTS Trouble Ticket Support"	"EA 16.3"	"New"	"1"	""
"1021552"	"#1021499"	"Story"	"Feature 1021499: Labradors Trouble Ticket Support - 16.3"	"EA 16.3"	"New"	"1"	""
"1021551"	"#1021499"	"Story"	"Feature 1021499: WWTS Trouble Ticket Support"	"EA 16.3"	"New"	"1"	""
"1021550"	"#1021499"	"Story"	"Feature 1021499: PI 15 SA TT Support - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021549"	"#1021499"	"Story"	"Feature 1021499: Okapi Trouble Ticket Support - 16.3"	"EA 16.3"	"New"	"1"	""
"1021548"	"#1021499"	"Story"	"Feature 1021499: PI 15 SA TT Support - EA 16.3"	"EA 16.3"	"New"	"2"	""
"1021547"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - FRB Support - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021546"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - MPC Support - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021545"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - Site Support and PWI generation - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021544"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021543"	"#1021499"	"Story"	"Feature 1021499: MAGIC TT Support - EA 16.3"	"EA 16.3"	"New"	"2"	""
"1021542"	"#1021499"	"Story"	"Feature 1021499: Alicorn Trouble Ticket Support - 16.2"	"EA 16.2"	"New"	"1"	""
"1021541"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021540"	"#1021499"	"Story"	"Feature 1021499: WWTS Waveform Analysis and Issue Support (2)"	"EA 16.2"	"New"	"1"	""
"1021539"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021538"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021537"	"#1021499"	"Story"	"Feature 1021499: Okapi Trouble Ticket Support - 16.2"	"EA 16.2"	"New"	"1"	""
"1021536"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021535"	"#1021499"	"Story"	"Feature 1021499: Labradors TT Support - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021534"	"#1021499"	"Story"	"Feature 1021499: Laptops Trouble Ticket Support - 16.2"	"EA 16.2"	"Invalid"	"0"	""
"1021533"	"#1021499"	"Story"	"Feature 1021499: WWTS Trouble Ticket Support"	"EA 16.2"	"New"	"1"	""
"1021532"	"#1021499"	"Story"	"Feature 1021499: PI 15 SA TT Support - EA 16.2"	"EA 16.2"	"New"	"3"	""
"1021531"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - FRB Support - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021530"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - MPC Support - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021529"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - Site Support and PWI generation - EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021528"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.2"	"EA 16.2"	"New"	"3"	""
"1021527"	"#1021499"	"Story"	"Feature 1021499: MAGIC TT Support - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021526"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021525"	"#1021499"	"Story"	"Feature 1021499: Alicorn Trouble Ticket Support - 16.1"	"EA 16.1"	"New"	"1"	""
"1021524"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021523"	"#1021499"	"Story"	"Feature 1021499: WWTS Waveform Analysis and Issue Support (1)"	"EA 16.1"	"New"	"1"	""
"1021522"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021521"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.1"	"EA 16.1"	"New"	"5"	""
"1021520"	"#1021499"	"Task"	"Feature 1021499: TOFF LOE - TT Support - EA 16.1"	"EA 16.1"	"New"	""	""
"1021519"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE TT Support - EA 16.1"	"EA 16.1"	"New"	"3"	""
"1021518"	"#1021499"	"Story"	"Feature 1021499: PI 15 SA TT Support - EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021517"	"#1021499"	"Story"	"Feature 1021499: Labradors TT Support - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021516"	"#1021499"	"Story"	"Feature 1021499: Laptops Trouble Ticket Support - 16.1"	"EA 16.1"	"Invalid"	"0"	""
"1021515"	"#1021499"	"Story"	"Feature 1021499: Okapi Trouble Ticket Support - 16.1"	"EA 16.1"	"New"	"1"	""
"1021514"	"#1021499"	"Story"	"Feature 1021499: WWTS Trouble Ticket Support"	"EA 16.1"	"New"	"1"	""
"1021513"	"#1021499"	"Story"	"Feature 1021499: MAGIC TT Support - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021512"	"#1021499"	"Story"	"Feature 1021499: PI 15 SA TT Support - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021511"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - FRB Support - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021510"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - MPC Support - EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021509"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - Site Support and PWI generation - EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021508"	"#1021499"	"Story"	"Feature 1021499: TOFF LOE - TT Support - EA 16.1"	"EA 16.1"	"New"	"3"	""
"1021499"	"#245568"	"Feature"	"TT support; ID, report, prioritize, and resolve incidents (recurring) - PI 16"	"PI 16 - Candidate"	"Ready for System IPT Approval"	""	""
"1021497"	"#1021439"	"Story"	"Feature 1021439: SA PWI Support - EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021496"	"#1021439"	"Story"	"Feature 1021439: Octopi PWI Triage/Assessment Support EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021495"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.5"	"New"	"1"	""
"1021494"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.5"	"New"	"1"	""
"1021493"	"#1021439"	"Story"	"Feature 1021439: TOFF PWI triage/assessment support 16.5"	"EA 16.5"	"New"	"1"	""
"1021492"	"#1021439"	"Story"	"Feature 1021439: Falcons PWI Triage/Assessment Support EA 16.5"	"EA 16.5"	"New"	"1"	""
"1021491"	"#1021439"	"Story"	"Feature 1021439: Cyber PWI Triage/Assessment Support - 16.5"	"EA 16.5"	"New"	"1"	""
"1021490"	"#1021439"	"Story"	"Feature 1021439: MAGIC PWI Triage/Assessment Support - EA 16.5"	"EA 16.5"	"New"	"2"	""
"1021489"	"#1021439"	"Story"	"Feature 1021439: SA PWI Support - EA 16.4"	"EA 16.4"	"New"	"2"	""
"1021488"	"#1021439"	"Story"	"Feature 1021439: Octopi PWI Triage/Assessment Support EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021487"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.4"	"New"	"1"	""
"1021486"	"#1021439"	"Story"	"Feature 1021439: PWI Triage/Assessment Support EA 16.4 (LOE)"	"EA 16.4"	"New"	"1"	""
"1021485"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.4"	"New"	"1"	""
"1021484"	"#1021439"	"Story"	"Feature 1021439: TOFF PWI triage/assessment support 16.4"	"EA 16.4"	"New"	"1"	""
"1021483"	"#1021439"	"Story"	"Feature 1021439: Okapi PWI Triage/Assessment Support EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021482"	"#1021439"	"Story"	"Feature 1021439: Falcons PWI Triage/Assessment Support EA 16.4"	"EA 16.4"	"New"	"1"	""
"1021481"	"#1021439"	"Story"	"Feature 1021439: Cyber PWI Triage/Assessment Support - 16.4"	"EA 16.4"	"New"	"1"	""
"1021480"	"#1021439"	"Story"	"Feature 1021439: MAGIC PWI Triage/Assessment Support - EA 16.4"	"EA 16.4"	"New"	"2"	""
"1021479"	"#1021439"	"Story"	"Feature 1021439: SA PWI Support - EA 16.3"	"EA 16.3"	"New"	"2"	""
"1021478"	"#1021439"	"Story"	"Feature 1021439: Octopi PWI Triage/Assessment Support EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021477"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.3"	"New"	"1"	""
"1021476"	"#1021439"	"Story"	"Feature 1021439: PWI Triage/Assessment Support EA 16.3 (LOE)"	"EA 16.3"	"New"	"1"	""
"1021475"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.3"	"New"	"1"	""
"1021474"	"#1021439"	"Story"	"Feature 1021439: Cyber PWI Triage/Assessment Support - 16.3"	"EA 16.3"	"New"	"1"	""
"1021473"	"#1021439"	"Story"	"Feature 1021439: TOFF PWI triage/assessment support 16.3"	"EA 16.3"	"New"	"1"	""
"1021472"	"#1021439"	"Story"	"Feature 1021439: Okapi PWI Triage/Assessment Support EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021471"	"#1021439"	"Story"	"Feature 1021439: Falcons PWI Triage/Assessment Support EA 16.3"	"EA 16.3"	"New"	"1"	""
"1021470"	"#1021439"	"Story"	"Feature 1021439: CSE PWI Triage/Assessment Support"	"EA 16.4"	"New"	"1"	""
"1021469"	"#1021439"	"Story"	"Feature 1021439: CSE PWI Triage/Assessment Support"	"EA 16.3"	"New"	"1"	""
"1021468"	"#1021439"	"Story"	"Feature 1021439: MAGIC PWI Triage/Assessment Support - EA 16.3"	"EA 16.3"	"New"	"2"	""
"1021467"	"#1021439"	"Story"	"Feature 1021439: SA PWI Support - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021466"	"#1021439"	"Story"	"Feature 1021439: MAGIC PWI Triage/Assessment Support - EA 16.2 (Valverde)"	"EA 16.2"	"New"	"1"	""
"1021465"	"#1021439"	"Story"	"Feature 1021439: MAGIC PWI Triage/Assessment Support - EA 16.2 (Aidan)"	"EA 16.2"	"New"	"1"	""
"1021464"	"#1021439"	"Story"	"Feature 1021439: Octopi PWI Triage/Assessment Support EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021463"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.2"	"New"	"1"	""
"1021462"	"#1021439"	"Story"	"Feature 1021439: PWI Triage/Assessment Support EA 16.2 (LOE)"	"EA 16.2"	"New"	"1"	""
"1021461"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.2"	"New"	"1"	""
"1021460"	"#1021439"	"Story"	"Feature 1021439: TOFF PWI triage/assessment support 16.2"	"EA 16.2"	"New"	"1"	""
"1021459"	"#1021439"	"Story"	"Feature 1021439: Okapi PWI Triage/Assessment Support EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021458"	"#1021439"	"Story"	"Feature 1021439: Falcons PWI Triage/Assessment Support EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021457"	"#1021439"	"Story"	"Feature 1021439: CSE PWI Triage/Assessment Support"	"EA 16.2"	"New"	"1"	""
"1021456"	"#1021439"	"Story"	"Feature 1021439: Cyber PWI Triage/Assessment Support - 16.2"	"EA 16.2"	"New"	"1"	""
"1021455"	"#1021439"	"Story"	"Feature 1021439: MAGIC PWI Triage/Assessment Support - EA 16.2 (Anil)"	"EA 16.2"	"New"	"1"	""
"1021454"	"#1021439"	"Story"	"Feature 1021439: SA PWI Support - EA 16.1"	"EA 16.1"	"New"	"5"	""
"1021453"	"#1021439"	"Story"	"Feature 1021439: SA PWI Support - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021452"	"#1021439"	"Story"	"Feature 1021439: Octopi PWI Triage/Assessment Support EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021451"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.1"	"New"	"1"	""
"1021450"	"#1021439"	"Story"	"Feature 1021439: PWI Triage/Assessment Support EA 16.1 (LOE)"	"EA 16.1"	"New"	"1"	""
"1021449"	"#1021439"	"Story"	"Feature 1021439: WWTS PWI Triage/Assessment Support"	"EA 16.1"	"New"	"1"	""
"1021448"	"#1021439"	"Story"	"Feature 1021439: Cyber PWI Triage/Assessment Support - 16.1"	"EA 16.1"	"New"	"1"	""
"1021447"	"#1021439"	"Story"	"Feature 1021439: TOFF PWI triage/assessment support 16.1"	"EA 16.1"	"New"	"1"	""
"1021446"	"#1021439"	"Story"	"Feature 1021439: Okapi PWI Triage/Assessment Support EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021445"	"#1021439"	"Story"	"Feature 1021439: Falcons PWI Triage/Assessment Support EA 16.1"	"EA 16.1"	"New"	"1"	""
"1021444"	"#1021439"	"Story"	"Feature 1021439: CSE PWI Triage/Assessment Support"	"EA 16.1"	"New"	"1"	""
"1021443"	"#1021439"	"Story"	"Feature 1021439: MAGIC PWI Triage/Assessment Support - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021441"	"#1011150"	"Problem"	"Fix MUOS Geo TT # INC000004746477"	"PI 16"	"Assessing"	""	""
"1021439"	"#243395"	"Feature"	"PWI triage and assessment support (recurring) - PI 16"	"PI 16 - Candidate"	"Ready for System IPT Approval"	""	""
"1021362"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.5"	"EA 16.5"	"New"	"2"	""
"1021361"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.5"	"EA 16.5"	"New"	"2"	""
"1021360"	"#1021122"	"Story"	"Collect metrics for reporting and communication to LM and PMW-146 stakeholders - monthly"	"EA 16.4"	"New"	"2"	""
"1021359"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.4"	"EA 16.4"	"New"	"2"	""
"1021358"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.4"	"EA 16.4"	"New"	"2"	""
"1021357"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.3"	"EA 16.3"	"New"	"2"	""
"1021356"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.3"	"EA 16.3"	"New"	"2"	""
"1021355"	"#1021122"	"Story"	"Collect metrics for reporting and communication to LM and PMW-146 stakeholders - monthly"	"EA 16.2"	"New"	"2"	""
"1021354"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021353"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.2"	"EA 16.2"	"New"	"2"	""
"1021352"	"#1021122"	"Story"	"Provide support for metric following analysis  - EA 16.2"	"EA 16.2"	"New"	"1"	""
"1021351"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021350"	"#1021122"	"Story"	"Analyze data, Identify issues and communicate metrics  - EA 16.1"	"EA 16.1"	"New"	"2"	""
"1021335"	"#1015439"	"Story"	"TO-6 Respond to questions from ATT"	"EA 15.5"	"New"	"1"	""
"1021334"	"#1015439"	"Story"	"TO-6 Respond to questions from ATT - SE SME Support"	"EA 15.5"	"New"	"1"	""
"1021333"	"#1015439"	"Story"	"TO-6 Respond to questions from ATT - SIC SME Support"	"EA 15.5"	"New"	"1"	""
"1021331"	"#1015439"	"Story"	"Feature 1015439: TO-6 Respond to questions from ATT - WWTS SME Support"	"EA 15.5"	"New"	"1"	""
"1021304"	"#1021297"	"Story"	"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - 16.5"	"EA 16.5"	"New"	"3"	""
"1021302"	"#1021297"	"Story"	"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - 16.4"	"EA 16.4"	"New"	"3"	""
"1021301"	"#1021297"	"Story"	"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - 16.3"	"EA 16.3"	"New"	"3"	""
"1021300"	"#1021297"	"Story"	"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - 16.2"	"EA 16.2"	"New"	"3"	""
"1021298"	"#1021297"	"Story"	"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - 16.1"	"EA 16.1"	"New"	"3"	""
"1021297"	"#262134"	"Feature"	"Lab – TXO Ericsson – Test Engineering Testing of Ericsson parts in support of 2030 ILS supply"	"PI 16"	"Ready for PO Sync Approval"	""	""
"1021296"	"#1021254"	"Feature"	"Explore the plan for how to improve process for Repair and Replace procedures, troubleshooting procedure and reboots & how to institutionalize the changes going forward"	"Unassigned"	"Draft"	""	""
"1021250"	"#262745"	"Story"	"Feature 262745: Write recovery Procedure 359"	"EA 16.2"	"New"	"5"	""
"1021249"	"#262745"	"Story"	"Feature 262745: Write recovery Procedure 336"	"EA 16.2"	"New"	"5"	""
"1021248"	"#262745"	"Story"	"Feature 262745: Write recovery Procedure 335"	"EA 16.1"	"New"	"5"	""
"1021247"	"#262745"	"Story"	"Feature 262745: Write recovery Procedure 328 &331"	"EA 16.1"	"New"	"5"	""
"1021246"	"#262745"	"Story"	"Feature 262745: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"EA 16.3"	"New"	"2"	""
"1021245"	"#262745"	"Story"	"Feature 262745: Execute STCD Feature Integration and testing including STCD updates identified"	"EA 16.4"	"New"	"2"	""
